maxHeapInsertTimes,maxHeapIncDecTimes,maxHeapExtractTimes,minHeapInsertTimes,minHeapIncDecTimes,minHeapExtractTimes,maxLinkedListInsertTimes,maxLinkedListIncDecTimes,maxLinkedListExtractTimes,minLinkedListInsertTimes,minLinkedListIncDecTimes,minLinkedListExtractTimes,maxLinkedOrderedListInsertTimes,maxLinkedOrderedListIncDecTimes,maxLinkedOrderedListExtractTimes,minLinkedOrderedListInsertTimes,minLinkedOrderedListIncDecTimes,minLinkedOrderedListExtractTimes
0.02574920654296875,0.0035762786865234375,0.06461143493652344,0.030517578125,0.00476837158203125,0.048160552978515625,0.027179718017578125,0.07033348083496094,0.7116794586181641,0.018835067749023438,0.12111663818359375,0.30350685119628906,0.0286102294921875,0.25343894958496094,0.010728836059570312,0.018358230590820312,0.1480579376220703,0.010967254638671875
0.021219253540039062,0.0030994415283203125,0.10275840759277344,0.019550323486328125,0.0030994415283203125,0.03600120544433594,0.0209808349609375,0.01049041748046875,0.34427642822265625,0.017404556274414062,0.05125999450683594,0.7481575012207031,0.021696090698242188,0.32591819763183594,0.007152557373046875,0.025272369384765625,0.11920928955078125,0.006198883056640625
0.026702880859375,0.015974044799804688,0.042438507080078125,0.027418136596679688,0.0045299530029296875,0.04792213439941406,0.024557113647460938,0.15854835510253906,0.5481243133544922,0.017404556274414062,0.17762184143066406,0.41866302490234375,0.03790855407714844,0.34546852111816406,0.008344650268554688,0.025033950805664062,0.11181831359863281,0.0073909759521484375
0.015497207641601562,0.005245208740234375,0.023603439331054688,0.021696090698242188,0.0050067901611328125,0.02193450927734375,0.02002716064453125,0.20360946655273438,0.26035308837890625,0.02002716064453125,0.12922286987304688,0.2491474151611328,0.032901763916015625,0.67138671875,0.0050067901611328125,0.055789947509765625,0.04124641418457031,0.0064373016357421875
0.3337860107421875,0.0050067901611328125,0.02002716064453125,0.034809112548828125,0.004291534423828125,0.019311904907226562,0.024080276489257812,0.21910667419433594,0.20813941955566406,0.021219253540039062,0.1361370086669922,0.4742145538330078,0.029325485229492188,0.3192424774169922,0.0054836273193359375,0.012636184692382812,0.09799003601074219,0.0054836273193359375
0.012159347534179688,0.005245208740234375,0.02193450927734375,0.017404556274414062,0.004291534423828125,0.02002716064453125,0.015735626220703125,0.1366138458251953,0.21338462829589844,0.010967254638671875,0.10919570922851562,0.5431175231933594,0.024080276489257812,0.21839141845703125,0.006198883056640625,0.013589859008789062,0.09202957153320312,0.0057220458984375
0.020742416381835938,0.003337860107421875,0.022649765014648438,0.011205673217773438,0.0030994415283203125,0.021696090698242188,0.011920928955078125,0.07081031799316406,0.316619873046875,0.016689300537109375,0.020265579223632812,0.31495094299316406,0.012636184692382812,0.24938583374023438,0.0069141387939453125,0.05435943603515625,0.09441375732421875,0.0064373016357421875
0.014781951904296875,0.003337860107421875,0.03743171691894531,0.013589859008789062,0.009298324584960938,0.033855438232421875,0.013113021850585938,0.05555152893066406,0.23984909057617188,0.013589859008789062,0.37288665771484375,0.20599365234375,0.012636184692382812,0.4947185516357422,0.0069141387939453125,0.014781951904296875,0.12803077697753906,0.0054836273193359375
0.012159347534179688,0.0035762786865234375,0.06914138793945312,0.016450881958007812,0.0030994415283203125,0.030994415283203125,0.0152587890625,0.07009506225585938,0.23126602172851562,0.014066696166992188,0.030755996704101562,0.1881122589111328,0.015735626220703125,0.2498626708984375,0.005245208740234375,0.011682510375976562,0.15282630920410156,0.0050067901611328125
0.012159347534179688,0.003337860107421875,0.019550323486328125,0.0133514404296875,0.003814697265625,0.03814697265625,0.0171661376953125,0.11420249938964844,0.4050731658935547,0.015735626220703125,0.04220008850097656,0.5671977996826172,0.015735626220703125,0.49805641174316406,0.0073909759521484375,0.011920928955078125,0.17547607421875,0.006198883056640625
0.009059906005859375,0.0045299530029296875,0.02384185791015625,0.013589859008789062,0.004291534423828125,0.038623809814453125,0.05435943603515625,0.1800060272216797,0.5776882171630859,0.017404556274414062,0.04291534423828125,0.3008842468261719,0.013828277587890625,0.6344318389892578,0.007867813110351562,0.015020370483398438,0.46896934509277344,0.007152557373046875
0.0095367431640625,0.00476837158203125,0.03814697265625,0.0133514404296875,0.0040531158447265625,0.030994415283203125,0.05555152893066406,0.0972747802734375,0.2472400665283203,0.009059906005859375,0.11730194091796875,0.2932548522949219,0.011444091796875,0.2777576446533203,0.0054836273193359375,0.0095367431640625,0.11277198791503906,0.0050067901611328125
0.011444091796875,0.003337860107421875,0.0400543212890625,0.008821487426757812,0.00286102294921875,0.021457672119140625,0.016689300537109375,0.07081031799316406,0.22149085998535156,0.01430511474609375,0.042438507080078125,0.2231597900390625,0.015974044799804688,0.23484230041503906,0.0050067901611328125,0.015497207641601562,0.3304481506347656,0.008344650268554688
0.010728836059570312,0.0030994415283203125,0.03719329833984375,0.00858306884765625,0.0030994415283203125,0.019550323486328125,0.011205673217773438,0.035762786865234375,0.2448558807373047,0.008344650268554688,0.04887580871582031,0.22220611572265625,0.01239776611328125,0.1659393310546875,0.07939338684082031,0.0095367431640625,0.06437301635742188,0.0073909759521484375
0.008106231689453125,0.0040531158447265625,0.029325485229492188,0.010728836059570312,0.00476837158203125,0.02193450927734375,0.008821487426757812,0.0069141387939453125,0.23102760314941406,0.012159347534179688,0.04673004150390625,0.2338886260986328,0.012636184692382812,0.43892860412597656,0.005245208740234375,0.01049041748046875,0.16689300537109375,0.005245208740234375
0.0095367431640625,0.0040531158447265625,0.022172927856445312,0.010967254638671875,0.0057220458984375,0.021696090698242188,0.009298324584960938,0.11372566223144531,0.34546852111816406,0.009298324584960938,0.025033950805664062,0.3840923309326172,0.00762939453125,0.22101402282714844,0.005245208740234375,0.008344650268554688,0.087738037109375,0.005245208740234375
0.0095367431640625,0.0035762786865234375,0.023365020751953125,0.012874603271484375,0.003814697265625,0.022411346435546875,0.011444091796875,0.10418891906738281,0.2231597900390625,0.010967254638671875,0.03695487976074219,0.22101402282714844,0.012874603271484375,0.4336833953857422,0.005245208740234375,0.013828277587890625,0.33283233642578125,0.0050067901611328125
0.015020370483398438,0.013113021850585938,0.0209808349609375,0.014781951904296875,0.00667572021484375,0.021457672119140625,0.013113021850585938,0.3657341003417969,0.3845691680908203,0.011205673217773438,0.03409385681152344,0.5633831024169922,0.020742416381835938,0.28061866760253906,0.008106231689453125,0.00858306884765625,0.2052783966064453,0.008106231689453125
0.008106231689453125,0.010251998901367188,0.04172325134277344,0.011444091796875,0.0050067901611328125,0.040531158447265625,0.0133514404296875,0.18072128295898438,0.2384185791015625,0.010967254638671875,0.03695487976074219,0.5412101745605469,0.014543533325195312,0.4405975341796875,0.00858306884765625,0.013113021850585938,0.13589859008789062,0.0069141387939453125
0.011205673217773438,0.0050067901611328125,0.041961669921875,0.010251998901367188,0.0040531158447265625,0.0438690185546875,0.007867813110351562,0.07915496826171875,0.17952919006347656,0.00762939453125,0.09584426879882812,0.2541542053222656,0.018835067749023438,0.2968311309814453,0.0054836273193359375,0.01239776611328125,0.14472007751464844,0.0050067901611328125
0.0095367431640625,0.0035762786865234375,0.046253204345703125,0.0095367431640625,0.0035762786865234375,0.03814697265625,0.010967254638671875,0.04863739013671875,0.21696090698242188,0.012636184692382812,0.08606910705566406,0.23698806762695312,0.025510787963867188,0.21958351135253906,0.005245208740234375,0.010728836059570312,0.1633167266845703,0.005245208740234375
0.013828277587890625,0.0050067901611328125,0.023126602172851562,0.009059906005859375,0.004291534423828125,0.02193450927734375,0.011920928955078125,0.09775161743164062,0.23627281188964844,0.00858306884765625,0.047206878662109375,0.171661376953125,0.013828277587890625,0.3857612609863281,0.0054836273193359375,0.011444091796875,0.18644332885742188,0.0050067901611328125
0.00762939453125,0.0035762786865234375,0.022411346435546875,0.008106231689453125,0.0035762786865234375,0.021696090698242188,0.0095367431640625,0.06461143493652344,0.20837783813476562,0.010251998901367188,0.11205673217773438,0.2009868621826172,0.015020370483398438,0.22292137145996094,0.005245208740234375,0.00858306884765625,0.06508827209472656,0.00476837158203125
0.0095367431640625,0.003814697265625,0.021457672119140625,0.00858306884765625,0.003814697265625,0.03933906555175781,0.010013580322265625,0.11372566223144531,0.3418922424316406,0.007152557373046875,0.14901161193847656,0.35572052001953125,0.008106231689453125,0.3867149353027344,0.0064373016357421875,0.011920928955078125,0.10538101196289062,0.0059604644775390625
